RefundID,Date,GameTitle,Genre,PlatformStorefront,Region,PurchasePriceGBP,HoursPlayed,RefundRequested,RefundReason,ComplaintCategory,Escalated,EscalationTier,ResolutionStatus,ResolutionDays,SupportNotes
RF-500820,2026-01-01,LifeSpace,Life Simulation,Epic Store,US,49.99,15.2,FALSE,"Save corruption","Save / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-500821,2026-04-15,Chronicle Vale,RPG Adventure,Epic Store,AU,59.99,13.9,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500822,2026-05-05,LifeSpace,Life Simulation,Epic Store,UK,49.99,3.8,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Chargeback risk",2,"Standard storefront review for npc ai failure"
RF-500823,2025-12-19,Zero Hour Arena,Shooter Live Service,PlayStation Store,JP,0.00,7.4,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500824,2025-11-17,Zero Hour Arena,Shooter Live Service,Epic Store,AU,0.00,4.0,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500825,2025-12-06,Zero Hour Arena,Shooter Live Service,Epic Store,FR,0.00,2.0,TRUE,"Skin entitlement issue","Skin / support",TRUE,"Legal/privacy review","Partial credit issued",12,"Escalated because player supplied logs or payment evidence for skin entitlement issue"
RF-500826,2026-05-26,Zero Hour Arena,Shooter Live Service,Epic Store,BR,0.00,7.2,TRUE,"Anti-cheat appeal","Anti-cheat / support",TRUE,"Platform escalation","Denied",6,"Escalated because player supplied logs or payment evidence for anti-cheat appeal"
RF-500827,2026-01-03,Hearthwild,Survival Crafting,Steam,AU,34.99,1.4,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500828,2026-02-17,TownLife,Life Simulation,Steam,US,0.00,11.7,FALSE,"Account entitlement issue","Account / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500829,2026-03-08,LifeSpace,Life Simulation,PlayStation Store,CA,49.99,14.7,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500830,2025-11-13,LifeSpace,Life Simulation,Epic Store,FR,49.99,11.5,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500831,2025-12-18,Hearthwild,Survival Crafting,Xbox Store,DE,34.99,1.8,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500832,2026-04-07,Chronicle Vale,RPG Adventure,Xbox Store,BR,59.99,9.6,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500833,2026-04-28,LifeSpace,Life Simulation,Steam,US,49.99,3.5,TRUE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","Chargeback risk",20,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500834,2026-01-29,Apex Circuit,Racing,Xbox Store,DE,59.99,12.4,FALSE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500835,2026-03-03,Hearthwild,Survival Crafting,Xbox Store,AU,34.99,7.2,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500836,2026-01-14,Zero Hour Arena,Shooter Live Service,Xbox Store,FR,0.00,16.9,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500837,2026-02-07,LifeSpace,Life Simulation,Steam,DE,49.99,10.2,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500838,2025-11-29,Club Director Pro,Strategy Management,PlayStation Store,FR,39.99,7.2,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500839,2026-01-21,Zero Hour Arena,Shooter Live Service,Xbox Store,BR,0.00,7.7,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500840,2026-01-09,LifeSpace,Life Simulation,Steam,US,49.99,4.9,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500841,2026-05-07,TownLife,Life Simulation,PlayStation Store,CA,0.00,8.7,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500842,2026-02-13,Streetline Skate,Skateboarding,Xbox Store,UK,39.99,15.7,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500843,2026-06-02,Hearthwild,Survival Crafting,Steam,FR,34.99,8.0,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500844,2026-05-22,LifeSpace,Life Simulation,Epic Store,UK,49.99,11.3,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500845,2026-01-27,LifeSpace,Life Simulation,Steam,BR,49.99,4.8,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500846,2025-12-24,Hearthwild,Survival Crafting,PlayStation Store,UK,34.99,7.8,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500847,2026-01-21,Hearthwild,Survival Crafting,Steam,DE,34.99,3.9,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500848,2025-11-03,LifeSpace,Life Simulation,PlayStation Store,DE,49.99,18.5,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500849,2025-12-02,Streetline Skate,Skateboarding,Steam,BR,39.99,3.4,FALSE,"Controller calibration","Controller / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for controller calibration"
RF-500850,2026-01-06,Chronicle Vale,RPG Adventure,Epic Store,CA,59.99,14.1,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500851,2026-03-01,LifeSpace,Life Simulation,Xbox Store,US,49.99,13.7,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500852,2026-01-27,LifeSpace,Life Simulation,Steam,US,49.99,14.3,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500853,2026-01-16,LifeSpace,Life Simulation,Xbox Store,BR,49.99,4.7,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500854,2025-10-23,Club Director Pro,Strategy Management,Epic Store,US,39.99,16.6,FALSE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500855,2026-03-03,LifeSpace,Life Simulation,Xbox Store,UK,49.99,10.1,FALSE,"Mod incompatibility","Mod / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500856,2026-03-18,Chronicle Vale,RPG Adventure,Epic Store,BR,59.99,3.2,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500857,2025-11-29,Chronicle Vale,RPG Adventure,Epic Store,UK,59.99,2.1,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500858,2026-01-11,Zero Hour Arena,Shooter Live Service,PlayStation Store,UK,0.00,2.9,FALSE,"Matchmaking instability","Matchmaking / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for matchmaking instability"
RF-500859,2026-01-09,Chronicle Vale,RPG Adventure,Steam,CA,59.99,12.5,FALSE,"Quest blocker","Quest / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500860,2025-12-11,LifeSpace,Life Simulation,Xbox Store,JP,49.99,14.5,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Approved",5,"Standard storefront review for dlc value complaint"
RF-500861,2025-12-20,LifeSpace,Life Simulation,Epic Store,AU,49.99,14.0,TRUE,"Crash after long session","Crash / support",TRUE,"Publisher review","Chargeback risk",20,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500862,2026-02-16,Chronicle Vale,RPG Adventure,PlayStation Store,FR,59.99,11.6,FALSE,"Quest blocker","Quest / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for quest blocker"
RF-500863,2026-04-29,LifeSpace,Life Simulation,PlayStation Store,US,49.99,5.8,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Approved",1,"Standard storefront review for crash after long session"
RF-500864,2026-02-05,Club Director Pro,Strategy Management,PlayStation Store,FR,39.99,11.2,FALSE,"Database import failure","Database / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500865,2025-10-18,Club Director Pro,Strategy Management,Epic Store,BR,39.99,4.8,FALSE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500866,2025-10-17,TownLife,Life Simulation,PlayStation Store,UK,0.00,4.1,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500867,2025-12-23,Chronicle Vale,RPG Adventure,Epic Store,FR,59.99,5.2,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500868,2025-10-12,LifeSpace,Life Simulation,Steam,BR,49.99,13.1,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500869,2026-02-28,TownLife,Life Simulation,PlayStation Store,DE,0.00,7.6,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500870,2025-11-06,LifeSpace,Life Simulation,PlayStation Store,US,49.99,5.1,TRUE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for mod incompatibility"
RF-500871,2025-10-12,Zero Hour Arena,Shooter Live Service,Steam,AU,0.00,7.9,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500872,2026-03-11,LifeSpace,Life Simulation,Epic Store,DE,49.99,14.4,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Pending evidence",5,"Standard storefront review for npc ai failure"
RF-500873,2026-03-04,LifeSpace,Life Simulation,Epic Store,FR,49.99,13.1,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500874,2026-01-04,LifeSpace,Life Simulation,Steam,BR,49.99,16.0,FALSE,"DLC value complaint","DLC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500875,2026-02-14,Streetline Skate,Skateboarding,Xbox Store,FR,39.99,12.4,TRUE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","Denied",5,"Standard storefront review for controller calibration"
RF-500876,2025-10-06,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,2.1,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500877,2025-10-12,LifeSpace,Life Simulation,Steam,AU,49.99,20.7,TRUE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","Chargeback risk",5,"Standard storefront review for mod incompatibility"
RF-500878,2025-10-09,LifeSpace,Life Simulation,Epic Store,AU,49.99,18.8,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500879,2025-12-21,Zero Hour Arena,Shooter Live Service,Steam,US,0.00,0.4,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500880,2026-05-23,TownLife,Life Simulation,PlayStation Store,JP,0.00,13.4,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500881,2026-01-25,Zero Hour Arena,Shooter Live Service,Epic Store,BR,0.00,17.1,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500882,2026-03-23,LifeSpace,Life Simulation,PlayStation Store,BR,49.99,14.9,TRUE,"NPC AI failure","NPC / support",TRUE,"Legal/privacy review","Pending evidence",8,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500883,2026-05-15,Streetline Skate,Skateboarding,Xbox Store,DE,39.99,11.1,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500884,2025-12-24,LifeSpace,Life Simulation,PlayStation Store,FR,49.99,9.8,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Pending evidence",2,"Standard storefront review for crash after long session"
RF-500885,2026-01-13,TownLife,Life Simulation,Epic Store,US,0.00,20.2,FALSE,"Account entitlement issue","Account / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500886,2025-11-24,Apex Circuit,Racing,Xbox Store,AU,59.99,15.0,FALSE,"Career mode repetition","Career / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for career mode repetition"
RF-500887,2025-12-18,Club Director Pro,Strategy Management,Epic Store,CA,39.99,15.3,FALSE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500888,2026-05-24,LifeSpace,Life Simulation,Epic Store,CA,49.99,18.8,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500889,2025-10-19,TownLife,Life Simulation,PlayStation Store,JP,0.00,4.6,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500890,2025-12-01,LifeSpace,Life Simulation,Steam,UK,49.99,13.1,TRUE,"DLC value complaint","DLC / support",TRUE,"Legal/privacy review","Pending evidence",9,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500891,2026-04-13,Zero Hour Arena,Shooter Live Service,Steam,CA,0.00,16.2,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500892,2026-01-01,Zero Hour Arena,Shooter Live Service,Epic Store,FR,0.00,10.8,TRUE,"Matchmaking instability","Matchmaking / support",TRUE,"Platform escalation","Chargeback risk",9,"Escalated because player supplied logs or payment evidence for matchmaking instability"
RF-500893,2026-03-20,Chronicle Vale,RPG Adventure,PlayStation Store,UK,59.99,3.4,FALSE,"Quest blocker","Quest / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500894,2025-12-02,LifeSpace,Life Simulation,Epic Store,US,49.99,7.3,TRUE,"DLC value complaint","DLC / support",TRUE,"Platform escalation","Chargeback risk",4,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500895,2026-05-03,Apex Circuit,Racing,Steam,FR,59.99,6.1,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500896,2025-12-03,LifeSpace,Life Simulation,PlayStation Store,DE,49.99,20.7,FALSE,"Save corruption","Save / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-500897,2026-05-29,Zero Hour Arena,Shooter Live Service,Xbox Store,CA,0.00,7.7,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500898,2025-11-20,Apex Circuit,Racing,Steam,AU,59.99,9.7,TRUE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","Partial credit issued",1,"Standard storefront review for wheel support issue"
RF-500899,2025-12-23,Streetline Skate,Skateboarding,Epic Store,JP,39.99,12.5,FALSE,"Online park desync","Online / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for online park desync"
RF-500900,2026-03-23,Apex Circuit,Racing,PlayStation Store,CA,59.99,13.9,TRUE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","Denied",2,"Standard storefront review for leaderboard outage"
RF-500901,2025-11-11,LifeSpace,Life Simulation,PlayStation Store,UK,49.99,19.1,FALSE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500902,2026-05-03,Streetline Skate,Skateboarding,Steam,JP,39.99,7.6,FALSE,"Performance on older console","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500903,2026-01-08,LifeSpace,Life Simulation,Epic Store,UK,49.99,12.8,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500904,2026-05-11,LifeSpace,Life Simulation,Xbox Store,AU,49.99,18.0,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500905,2025-11-19,Zero Hour Arena,Shooter Live Service,Steam,DE,0.00,13.9,FALSE,"Battle pass chargeback","Battle / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
RF-500906,2026-03-03,LifeSpace,Life Simulation,PlayStation Store,CA,49.99,3.2,FALSE,"Mod incompatibility","Mod / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500907,2025-11-29,Hearthwild,Survival Crafting,Epic Store,JP,34.99,4.3,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500908,2026-01-19,TownLife,Life Simulation,Xbox Store,BR,0.00,5.8,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500909,2026-02-16,Apex Circuit,Racing,Epic Store,JP,59.99,5.5,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500910,2026-04-22,Apex Circuit,Racing,Epic Store,US,59.99,4.5,TRUE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","Partial credit issued",2,"Standard storefront review for leaderboard outage"
RF-500911,2026-01-17,LifeSpace,Life Simulation,Epic Store,AU,49.99,5.3,FALSE,"NPC AI failure","NPC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500912,2026-01-08,Hearthwild,Survival Crafting,PlayStation Store,JP,34.99,3.0,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500913,2026-03-09,TownLife,Life Simulation,PlayStation Store,FR,0.00,9.6,FALSE,"Mod update broke save","Mod / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-500914,2026-05-27,Streetline Skate,Skateboarding,Steam,AU,39.99,5.6,FALSE,"Performance on older console","Performance / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for performance on older console"
RF-500915,2026-02-25,LifeSpace,Life Simulation,Epic Store,CA,49.99,11.1,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500916,2026-05-05,Chronicle Vale,RPG Adventure,Steam,UK,59.99,0.3,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500917,2026-04-16,Hearthwild,Survival Crafting,Steam,JP,34.99,12.2,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500918,2026-01-10,Zero Hour Arena,Shooter Live Service,Steam,BR,0.00,8.2,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500919,2025-12-11,TownLife,Life Simulation,Steam,JP,0.00,3.6,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500920,2026-02-02,LifeSpace,Life Simulation,Epic Store,CA,49.99,3.9,FALSE,"Save corruption","Save / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-500921,2026-04-11,LifeSpace,Life Simulation,Steam,JP,49.99,14.2,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500922,2025-12-23,Apex Circuit,Racing,PlayStation Store,BR,59.99,7.9,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500923,2025-12-03,LifeSpace,Life Simulation,Xbox Store,AU,49.99,16.1,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500924,2025-12-14,Zero Hour Arena,Shooter Live Service,Steam,US,0.00,4.1,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500925,2026-02-25,LifeSpace,Life Simulation,PlayStation Store,AU,49.99,15.9,TRUE,"Crash after long session","Crash / support",TRUE,"Legal/privacy review","Chargeback risk",2,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500926,2026-04-04,Zero Hour Arena,Shooter Live Service,Steam,US,0.00,17.9,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500927,2025-12-11,Chronicle Vale,RPG Adventure,Epic Store,JP,59.99,4.3,FALSE,"Quest blocker","Quest / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500928,2026-04-29,TownLife,Life Simulation,PlayStation Store,UK,0.00,15.7,TRUE,"Account entitlement issue","Account / support",TRUE,"Legal/privacy review","Denied",5,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500929,2026-05-11,Zero Hour Arena,Shooter Live Service,Steam,DE,0.00,5.0,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500930,2025-10-29,LifeSpace,Life Simulation,Epic Store,AU,49.99,4.6,TRUE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","Partial credit issued",1,"Standard storefront review for mod incompatibility"
RF-500931,2026-04-02,TownLife,Life Simulation,PlayStation Store,AU,0.00,19.2,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500932,2025-10-14,TownLife,Life Simulation,Steam,JP,0.00,16.2,TRUE,"DLC pricing dispute","DLC / support",TRUE,"Publisher review","Pending evidence",5,"Escalated because player supplied logs or payment evidence for dlc pricing dispute"
RF-500933,2025-12-28,LifeSpace,Life Simulation,Steam,AU,49.99,10.0,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500934,2026-02-23,LifeSpace,Life Simulation,Xbox Store,CA,49.99,4.3,FALSE,"NPC AI failure","NPC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500935,2026-05-31,TownLife,Life Simulation,Steam,UK,0.00,14.8,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500936,2026-02-02,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,15.5,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500937,2026-03-24,Zero Hour Arena,Shooter Live Service,PlayStation Store,DE,0.00,4.3,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500938,2025-12-01,LifeSpace,Life Simulation,Xbox Store,UK,49.99,17.8,FALSE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500939,2025-12-08,Hearthwild,Survival Crafting,Xbox Store,JP,34.99,15.8,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500940,2026-01-15,TownLife,Life Simulation,PlayStation Store,US,0.00,17.4,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500941,2026-03-02,Apex Circuit,Racing,Xbox Store,FR,59.99,16.1,FALSE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500942,2026-05-07,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,8.6,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Chargeback risk",2,"Standard storefront review for dlc value complaint"
RF-500943,2026-02-01,Club Director Pro,Strategy Management,Xbox Store,FR,39.99,17.8,FALSE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500944,2025-11-05,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,12.2,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
